#,Question,Actual Query,involved_tables,executed,record_count,expected_answer,primary_keys
319,Find SalesOrders where a single product item accounts for more than 50% of the total order value.,"SELECT SalesOrderID, ProductID, LineTotal FROM Sales.SalesOrderDetail sod WHERE LineTotal > (SELECT SUM(LineTotal) * 0.5 FROM Sales.SalesOrderDetail WHERE SalesOrderID = sod.SalesOrderID);",Sales.SalesOrderDetail,success,1000,,"[[43660, 758], [43663, 760], [43669, 747], [43670, 773], [43672, 776], [43674, 758], [43679, 770], [43686, 758], [43687, 765], [43690, 760]]"
320,Identify employees who have been with the company longer than their own manager.,"SELECT e.BusinessEntityID, e.HireDate, m.HireDate AS ManagerHireDate FROM HumanResources.Employee e JOIN HumanResources.Employee m ON e.OrganizationNode.GetAncestor(1) = m.OrganizationNode WHERE e.HireDate < m.HireDate;",HumanResources.Employee,success,99,,"[3, 8, 9, 12, 17, 26, 27, 28, 40, 48]"
321,Generate a cross-tab report of the number of products in each category vs color.,"SELECT * FROM (SELECT pc.Name AS Category, p.Color FROM Production.Product p JOIN Production.ProductSubcategory ps ON p.ProductSubcategoryID = ps.ProductSubcategoryID JOIN Production.ProductCategory pc ON ps.ProductCategoryID = pc.ProductCategoryID) AS src PIVOT (COUNT(Color) FOR Color IN ([Black], [Red], [White], [Blue], [Silver])) AS pvt;","Production.Product, Production.ProductCategory, Production.ProductSubcategory",success,4,,
322,Retrieve all ProductModels that contain the word 'Weld' in their manufacturing instructions (XML).,"SELECT Name FROM Production.ProductModel WHERE Instructions.exist('//*:step[contains(., ""Weld"")]') = 1;",Production.ProductModel,"failed: ('42000', ""[42000] [Microsoft][ODBC Driver 18 for SQL Server][SQL Server]XQuery [Production.ProductModel.Instructions.exist()]: Cannot implicitly atomize or apply 'fn:data()' to complex content elemen...",,,
323,List the most recently modified address for each business entity.,"SELECT * FROM (SELECT BusinessEntityID, AddressID, ROW_NUMBER() OVER (PARTITION BY BusinessEntityID ORDER BY ModifiedDate DESC) AS rnk FROM Person.BusinessEntityAddress) AS t WHERE rnk = 1;",Person.BusinessEntityAddress,success,1000,,"[[1, 249], [2, 293], [3, 224], [4, 11387], [5, 190], [6, 286], [7, 49], [8, 230], [9, 187], [10, 11386]]"
324,Calculate the Z-Score of the list price for all products.,"WITH Stats AS (SELECT AVG(ListPrice) AS Mean, STDEV(ListPrice) AS StdDev FROM Production.Product) SELECT Name, ListPrice, (ListPrice - Mean) / StdDev AS ZScore FROM Production.Product CROSS JOIN Stats;",Production.Product,success,504,,
325,Find sales persons who had a decrease in sales for three consecutive months.,"WITH MonthlySales AS (SELECT SalesPersonID, YEAR(OrderDate) AS Yr, MONTH(OrderDate) AS Mo, SUM(TotalDue) AS Total FROM Sales.SalesOrderHeader WHERE SalesPersonID IS NOT NULL GROUP BY SalesPersonID, YEAR(OrderDate), MONTH(OrderDate)), Trends AS (SELECT *, LAG(Total) OVER (PARTITION BY SalesPersonID ORDER BY Yr, Mo) AS Prev1, LAG(Total, 2) OVER (PARTITION BY SalesPersonID ORDER BY Yr, Mo) AS Prev2 FROM MonthlySales) SELECT DISTINCT SalesPersonID FROM Trends WHERE Total < Prev1 AND Prev1 < Prev2;",Sales.SalesOrderHeader,success,16,,"[274, 275, 276, 277, 278, 279, 280, 281, 282, 283]"
326,Retrieve the average hire age of employees grouped by the decade they were born.,"SELECT (YEAR(BirthDate)/10)*10 AS BirthDecade, AVG(DATEDIFF(year, BirthDate, HireDate)) AS AvgHireAge FROM HumanResources.Employee GROUP BY (YEAR(BirthDate)/10)*10;",HumanResources.Employee,success,5,,
327,Rank territories by the ratio of current year sales vs last year sales.,"SELECT Name, SalesYTD, SalesLastYear, RANK() OVER (ORDER BY (SalesYTD/NULLIF(SalesLastYear, 0)) DESC) AS GrowthRank FROM Sales.SalesTerritory;",Sales.SalesTerritory,success,10,,
328,"Find all products whose name matches a regular expression-like pattern (e.g., starts with 'ML', followed by digits).",SELECT Name FROM Production.Product WHERE Name LIKE 'ML-[0-9]%';,Production.Product,success,0,,
329,Identify orders that have multiple special offers applied across different line items.,SELECT SalesOrderID FROM Sales.SalesOrderDetail GROUP BY SalesOrderID HAVING COUNT(DISTINCT SpecialOfferID) > 1;,Sales.SalesOrderDetail,success,1000,,"[43879, 44100, 44283, 44285, 44294, 44489, 44523, 44549, 44792, 44795]"
330,Calculate the 'Churn Rate' (Percentage of customers who ordered last year but not this year).,"DECLARE @MaxDate datetime = (SELECT MAX(OrderDate) FROM Sales.SalesOrderHeader); WITH LastYear AS (SELECT DISTINCT CustomerID FROM Sales.SalesOrderHeader WHERE OrderDate BETWEEN DATEADD(year, -2, @MaxDate) AND DATEADD(year, -1, @MaxDate)), ThisYear AS (SELECT DISTINCT CustomerID FROM Sales.SalesOrderHeader WHERE OrderDate > DATEADD(year, -1, @MaxDate)) SELECT (COUNT(ly.CustomerID) - COUNT(ty.CustomerID)) * 100.0 / COUNT(ly.CustomerID) AS ChurnRate FROM LastYear ly LEFT JOIN ThisYear ty ON ly.CustomerID = ty.CustomerID;",Sales.SalesOrderHeader,success,,18.369453044375,
331,Retrieve the XML schema collection names used in the database.,SELECT name FROM sys.xml_schema_collections;,sys.xml_schema_collections,success,7,,
332,Use CROSS APPLY to find the top 2 products for each subcategory by total sales.,"SELECT ps.Name AS Subcategory, ca.ProductID, ca.TotalSales FROM Production.ProductSubcategory ps CROSS APPLY (SELECT TOP 2 ProductID, SUM(LineTotal) AS TotalSales FROM Sales.SalesOrderDetail sod JOIN Production.Product p ON sod.ProductID = p.ProductID WHERE p.ProductSubcategoryID = ps.ProductSubcategoryID GROUP BY ProductID ORDER BY SUM(LineTotal) DESC) AS ca;","Production.Product, Production.ProductSubcategory, Sales.SalesOrderDetail","failed: ('42000', ""[42000] [Microsoft][ODBC Driver 18 for SQL Server][SQL Server]Ambiguous column name 'ProductID'. (209) (SQLExecDirectW)"")",,,
333,"Identify potential duplicate people in Person table based on first name, last name and the first 5 characters of their email address.","SELECT p.FirstName, p.LastName, LEFT(e.EmailAddress, 5) AS EmailPrefix, COUNT(*) FROM Person.Person p JOIN Person.EmailAddress e ON p.BusinessEntityID = e.BusinessEntityID GROUP BY p.FirstName, p.LastName, LEFT(e.EmailAddress, 5) HAVING COUNT(*) > 1;","Person.EmailAddress, Person.Person",success,279,,
334,Find the 'Pareto' products: The minimum set of products that make up 80% of the total revenue.,"WITH ProdRev AS (SELECT ProductID, SUM(LineTotal) AS Rev FROM Sales.SalesOrderDetail GROUP BY ProductID), RunningTotal AS (SELECT ProductID, Rev, SUM(Rev) OVER (ORDER BY Rev DESC) AS RT, SUM(Rev) OVER () AS Total FROM ProdRev) SELECT * FROM RunningTotal WHERE RT <= Total * 0.8;",Sales.SalesOrderDetail,success,63,,"[743, 747, 748, 749, 750, 751, 752, 753, 754, 758]"
335,Find the average number of days an employee stays in a department before moving.,"SELECT AVG(DATEDIFF(day, StartDate, ISNULL(EndDate, GETDATE()))) AS AvgDays FROM HumanResources.EmployeeDepartmentHistory;",HumanResources.EmployeeDepartmentHistory,success,,5975,
336,Identify vendors who have a lead time variance of more than 50% compared to their average.,"WITH VendorStats AS (SELECT BusinessEntityID, AVG(AverageLeadTime) AS AvgLT FROM Purchasing.ProductVendor GROUP BY BusinessEntityID) SELECT pv.* FROM Purchasing.ProductVendor pv JOIN VendorStats vs ON pv.BusinessEntityID = vs.BusinessEntityID WHERE ABS(pv.AverageLeadTime - vs.AvgLT) > (vs.AvgLT * 0.5);",Purchasing.ProductVendor,success,2,,"[[842, 1518], [843, 1518]]"
337,Calculate the 'Self-Join' hierarchy level for product assemblies in bill of materials.,"WITH RecursiveBOM AS (SELECT ComponentID, ProductAssemblyID, 1 AS Lvl FROM Production.BillOfMaterials WHERE ProductAssemblyID IS NULL UNION ALL SELECT b.ComponentID, b.ProductAssemblyID, r.Lvl + 1 FROM Production.BillOfMaterials b JOIN RecursiveBOM r ON b.ProductAssemblyID = r.ComponentID) SELECT * FROM RecursiveBOM;",Production.BillOfMaterials,success,1000,,"[[1, 805], [1, 805], [1, 805], [1, 805], [1, 805], [1, 805], [1, 805], [1, 805], [1, 805], [1, 805]]"
338,"Retrieve the details of the salesperson who has the highest ""Bonus per territory"" average.","SELECT TOP 1 BusinessEntityID, Bonus / (SELECT COUNT(*) FROM Sales.SalesTerritoryHistory WHERE BusinessEntityID = sp.BusinessEntityID) AS AvgBonus FROM Sales.SalesPerson sp ORDER BY AvgBonus DESC;","Sales.SalesPerson, Sales.SalesTerritoryHistory","failed: ('22012', '[22012] [Microsoft][ODBC Driver 18 for SQL Server][SQL Server]Divide by zero error encountered. (8134) (SQLExecDirectW)')",,,
339,Find the most common birth month for employees.,"SELECT TOP 1 MONTH(BirthDate) AS BirthMonth, COUNT(*) FROM HumanResources.Employee GROUP BY MONTH(BirthDate) ORDER BY COUNT(*) DESC;",HumanResources.Employee,success,1,,
340,List sales orders that were shipped to a different country than the sales territory they belong to.,SELECT soh.SalesOrderID FROM Sales.SalesOrderHeader soh JOIN Person.Address a ON soh.ShipToAddressID = a.AddressID JOIN Person.StateProvince sp ON a.StateProvinceID = sp.StateProvinceID JOIN Sales.SalesTerritory st ON soh.TerritoryID = st.TerritoryID WHERE sp.CountryRegionCode <> st.CountryRegionCode;,"Person.Address, Person.StateProvince, Sales.SalesOrderHeader, Sales.SalesTerritory",success,0,,
341,Find the most profitable product subcategory in terms of list price minus standard cost.,"SELECT TOP 1 ps.Name, AVG(p.ListPrice - p.StandardCost) AS AvgProfit FROM Production.Product p JOIN Production.ProductSubcategory ps ON p.ProductSubcategoryID = ps.ProductSubcategoryID GROUP BY ps.Name ORDER BY AvgProfit DESC;","Production.Product, Production.ProductSubcategory",success,1,,
342,Show all work orders that took longer to complete than the scheduled duration.,"SELECT * FROM Production.WorkOrderRouting WHERE DATEDIFF(hour, ActualStartDate, ActualEndDate) > DATEDIFF(hour, ScheduledStartDate, ScheduledEndDate);",Production.WorkOrderRouting,success,1000,,"[[13, 747, 1, 10], [13, 747, 2, 20], [13, 747, 3, 30], [13, 747, 4, 40], [13, 747, 6, 50], [13, 747, 7, 60], [14, 748, 1, 10], [14, 748, 2, 20], [14, 748, 3, 30], [14, 748, 5, 45]]"
343,Calculate the 'Market Share' of each category based on the count of unique customers.,"WITH CatCust AS (SELECT pc.Name AS Category, COUNT(DISTINCT soh.CustomerID) AS CustCount FROM Sales.SalesOrderHeader soh JOIN Sales.SalesOrderDetail sod ON soh.SalesOrderID = sod.SalesOrderID JOIN Production.Product p ON sod.ProductID = p.ProductID JOIN Production.ProductSubcategory ps ON p.ProductSubcategoryID = ps.ProductSubcategoryID JOIN Production.ProductCategory pc ON ps.ProductCategoryID = pc.ProductCategoryID GROUP BY pc.Name) SELECT *, CustCount * 100.0 / (SELECT SUM(CustCount) FROM CatCust) AS SharePct FROM CatCust;","Production.Product, Production.ProductCategory, Production.ProductSubcategory, Sales.SalesOrderDetail, Sales.SalesOrderHeader",success,4,,
344,Find all product models that do not have any associated Illustrations.,SELECT pm.Name FROM Production.ProductModel pm LEFT JOIN Production.ProductModelIllustration pmi ON pm.ProductModelID = pmi.ProductModelID WHERE pmi.IllustrationID IS NULL;,"Production.ProductModel, Production.ProductModelIllustration",success,123,,
345,Group sales persons by their commission Pct and find the average sales YTD for each group.,"SELECT CommissionPct, AVG(SalesYTD) FROM Sales.SalesPerson GROUP BY CommissionPct;",Sales.SalesPerson,success,8,,
346,Identify orders where the customer used a credit card that expires in the same year as the order.,"SELECT soh.SalesOrderID, cc.ExpYear, YEAR(soh.OrderDate) FROM Sales.SalesOrderHeader soh JOIN Sales.CreditCard cc ON soh.CreditCardID = cc.CreditCardID WHERE cc.ExpYear = YEAR(soh.OrderDate);","Sales.CreditCard, Sales.SalesOrderHeader",success,0,,
347,"Use COALESCE to show the ship date, or 'Not Shipped' if it is NULL.","SELECT SalesOrderID, COALESCE(CAST(ShipDate AS nvarchar(20)), 'Not Shipped') FROM Sales.SalesOrderHeader;",Sales.SalesOrderHeader,success,1000,,"[43659, 43660, 43661, 43662, 43663, 43664, 43665, 43666, 43667, 43668]"
348,Calculate the 'Day-over-Day' percentage change in total sales for the last 30 days of data.,"WITH DailySales AS (SELECT CAST(OrderDate AS date) AS SalesDate, SUM(TotalDue) AS Total FROM Sales.SalesOrderHeader GROUP BY CAST(OrderDate AS date)) SELECT SalesDate, Total, (Total - LAG(Total) OVER (ORDER BY SalesDate)) / LAG(Total) OVER (ORDER BY SalesDate) * 100 AS DoD_Change FROM DailySales;",Sales.SalesOrderHeader,success,1000,,
349,Find the longest and shortest product description for the 'en' culture.,"SELECT TOP 1 'Longest' AS Type, Description FROM Production.ProductDescription pd JOIN Production.ProductModelProductDescriptionCulture pmpd ON pd.ProductDescriptionID = pmpd.ProductDescriptionID WHERE CultureID = 'en' ORDER BY LEN(Description) DESC UNION ALL SELECT TOP 1 'Shortest', Description FROM Production.ProductDescription pd JOIN Production.ProductModelProductDescriptionCulture pmpd ON pd.ProductDescriptionID = pmpd.ProductDescriptionID WHERE CultureID = 'en' ORDER BY LEN(Description) ASC;","Production.ProductDescription, Production.ProductModelProductDescriptionCulture","failed: ('42000', ""[42000] [Microsoft][ODBC Driver 18 for SQL Server][SQL Server]Incorrect syntax near the keyword 'UNION'. (156) (SQLExecDirectW)"")",,,
350,Identify sales persons whose sales last year was higher than the sales last year of their territory.,"SELECT sp.BusinessEntityID, sp.SalesLastYear AS PersonLastYear, st.SalesLastYear AS TerritoryLastYear FROM Sales.SalesPerson sp JOIN Sales.SalesTerritory st ON sp.TerritoryID = st.TerritoryID WHERE sp.SalesLastYear > st.SalesLastYear;","Sales.SalesPerson, Sales.SalesTerritory",success,0,,
351,Retrieve the 51st to 60th most expensive products.,"SELECT Name, ListPrice FROM Production.Product ORDER BY ListPrice DESC OFFSET 50 ROWS FETCH NEXT 10 ROWS ONLY;",Production.Product,success,10,,
352,Find all employees who have 'Senior' in their job title but are not 'OrganizationLevel' 1 or 2.,"SELECT * FROM HumanResources.Employee WHERE JobTitle LIKE '%Senior%' AND OrganizationLevel NOT IN (1, 2);",HumanResources.Employee,"failed: ('ODBC SQL type -151 is not yet supported.  column-index=3  type=-151', 'HY106')",,,
353,Extract all skills listed in the job candidate resumes.,"WITH XMLNAMESPACES ('http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/Resume' AS res) SELECT JobCandidateID, T.c.value('.', 'nvarchar(max)') AS Skill FROM HumanResources.JobCandidate CROSS APPLY Resume.nodes('//res:Skill') AS T(c);",HumanResources.JobCandidate,"failed: ('42000', ""[42000] [Microsoft][ODBC Driver 18 for SQL Server][SQL Server]XQuery [HumanResources.JobCandidate.Resume.value()]: Cannot implicitly atomize or apply 'fn:data()' to complex content elements...",,,
354,"Find the total weight of all products included in a specific sales order (e.g., ID 43659).",SELECT SUM(p.Weight * sod.OrderQty) FROM Sales.SalesOrderDetail sod JOIN Production.Product p ON sod.ProductID = p.ProductID WHERE sod.SalesOrderID = 43659;,"Production.Product, Sales.SalesOrderDetail",success,,210.38,
355,List the sales persons who have never sold a product from the 'Clothing' category.,SELECT BusinessEntityID FROM Sales.SalesPerson WHERE BusinessEntityID NOT IN (SELECT soh.SalesPersonID FROM Sales.SalesOrderHeader soh JOIN Sales.SalesOrderDetail sod ON soh.SalesOrderID = sod.SalesOrderID JOIN Production.Product p ON sod.ProductID = p.ProductID JOIN Production.ProductSubcategory ps ON p.ProductSubcategoryID = ps.ProductSubcategoryID JOIN Production.ProductCategory pc ON ps.ProductCategoryID = pc.ProductCategoryID WHERE pc.Name = 'Clothing');,"Production.Product, Production.ProductCategory, Production.ProductSubcategory, Sales.SalesOrderDetail, Sales.SalesOrderHeader, Sales.SalesPerson",success,0,,
356,Calculate the weighted average list price of products sold (line total / quantity).,SELECT SUM(LineTotal) / SUM(OrderQty) AS WeightedAvgPrice FROM Sales.SalesOrderDetail;,Sales.SalesOrderDetail,success,,399.566342,
357,Identify gaps in the work order ID sequence.,"WITH WSeq AS (SELECT WorkOrderID, LEAD(WorkOrderID) OVER (ORDER BY WorkOrderID) AS NextID FROM Production.WorkOrder) SELECT WorkOrderID + 1, NextID - 1 FROM WSeq WHERE NextID - WorkOrderID > 1;",Production.WorkOrder,success,0,,
358,Use TRY_CAST to attempt to convert a column that might have messy data.,SELECT TRY_CAST(ProductNumber AS int) FROM Production.Product;,Production.Product,success,504,,
359,Find the average number of distinct products per sales order.,"SELECT AVG(CAST(ProdCount AS float)) FROM (SELECT SalesOrderID, COUNT(DISTINCT ProductID) AS ProdCount FROM Sales.SalesOrderDetail GROUP BY SalesOrderID) AS t;",Sales.SalesOrderDetail,success,1,,
360,List all people whose first name sounds like John using SOUNDEX.,"SELECT FirstName, LastName FROM Person.Person WHERE SOUNDEX(FirstName) = SOUNDEX('John');",Person.Person,success,448,,
361,Calculate the total quantity of 'Scrapped' items per month in 2013.,"SELECT MONTH(EndDate) AS Mo, SUM(ScrappedQty) FROM Production.WorkOrder WHERE YEAR(EndDate) = 2013 GROUP BY MONTH(EndDate);",Production.WorkOrder,success,12,,
362,Show the running count of orders placed by each customer.,"SELECT CustomerID, SalesOrderID, ROW_NUMBER() OVER (PARTITION BY CustomerID ORDER BY OrderDate) AS OrderSequenceNumber FROM Sales.SalesOrderHeader;",Sales.SalesOrderHeader,success,1000,,"[[11000, 43793], [11000, 51522], [11000, 57418], [11001, 43767], [11001, 51493], [11001, 72773], [11002, 43736], [11002, 51238], [11002, 53237], [11003, 43701]]"
363,Find the product that has the highest 'Price to Weight' ratio.,"SELECT TOP 1 Name, ListPrice / Weight AS Ratio FROM Production.Product WHERE Weight > 0 ORDER BY Ratio DESC;",Production.Product,success,1,,
364,"Label orders as 'Local' if TerritoryID is 1, and 'Export' otherwise.","SELECT SalesOrderID, IIF(TerritoryID = 1, 'Local', 'Export') AS OrderType FROM Sales.SalesOrderHeader;",Sales.SalesOrderHeader,success,1000,,"[43659, 43660, 43661, 43662, 43663, 43664, 43665, 43666, 43667, 43668]"
